ticker,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
AAPL,280.0,288.25,278.05,287.05,48748672.0
AMZN,2200.47,2292.0,2186.21,2283.32,8087193.0
FB,178.976,181.225,176.62,178.17,21011815.0
GOOG,1245.09,1282.07,1236.93,1269.23,2470353.0
MSFT,169.0,173.75,168.0,173.7,52874338.0
NFLX,397.5,417.82,394.847,413.55,11580983.0
TSLA,698.97,741.88,692.43,709.89,30576511.0
AAPL,282.4,286.33,280.63,284.43,32788641.0
AMZN,2257.68,2333.369,2245.0,2307.68,6866567.0
FB,175.187,178.19,172.82,176.97,17423003.0
GOOG,1245.61,1280.46,1240.4,1262.47,1671703.0
MSFT,171.2,173.57,169.24,171.88,40940833.0
NFLX,413.0,434.98,412.25,426.75,13561222.0
TSLA,742.0,753.13,710.0,729.83,23577001.0
AAPL,287.38,288.197,282.35,286.69,39281290.0
AMZN,2346.0,2460.998,2335.0,2408.19,12038201.0
FB,177.95,178.05,172.51,176.25,23593229.0
GOOG,1274.1,1279.0,1242.62,1263.47,2518099.0
MSFT,174.3,177.28,172.9,177.04,50479610.0
NFLX,437.0,449.52,431.61,439.17,16128666.0
TSLA,716.94,759.45,706.715,745.21,20657862.0
AAPL,284.69,286.945,276.86,282.8,53812478.0
AMZN,2372.33,2400.0,2316.02,2375.0,7930010.0
FB,179.2,180.28,176.66,179.24,20974750.0
GOOG,1284.85,1294.43,1271.23,1283.25,1949042.0
MSFT,179.5,180.0,175.87,178.6,52765625.0
NFLX,431.0,432.0,414.695,422.96,12616258.0
TSLA,772.28,774.95,747.66,753.89,13128237.0
AAPL,277.95,281.68,276.85,276.93,32503750.0
AMZN,2389.95,2444.98,2386.05,2393.61,5770694.0
FB,177.41,180.5,176.77,178.24,16110664.0
GOOG,1271.0,1281.6,1261.37,1266.61,1695488.0
MSFT,176.63,178.75,174.99,175.06,36669595.0
NFLX,435.17,444.49,430.56,437.49,12655818.0
TSLA,732.7,765.57,712.21,746.36,14746577.0
AAPL,276.28,277.25,265.43,268.37,45247893.0
AMZN,2416.61,2428.31,2279.66,2328.12,7476679.0
FB,175.25,175.38,168.34099999999998,170.8,24850528.0
GOOG,1247.0,1254.27,1209.71,1216.34,2153003.0
MSFT,173.5,173.6699,166.1102,167.82,56203749.0
NFLX,444.77,447.0,425.6,433.83,23177550.0
TSLA,730.12,753.33,673.79,686.72,20209093.0
AAPL,273.61,277.9,272.2,276.1,29264342.0
AMZN,2369.0,2394.0,2351.0,2363.49,4218295.0
FB,178.45,184.78,178.14,182.28,33369931.0
GOOG,1245.54,1285.613,1242.0,1263.21,2093140.0
MSFT,171.39,174.0,170.82,173.52,34651604.0
NFLX,429.725,433.0,413.0,421.42,21123773.0
TSLA,703.98,734.0,688.71,732.11,14224831.0
AAPL,275.87,281.75,274.87,275.03,31203582.0
AMZN,2399.98,2424.22,2382.08,2399.45,5066552.0
FB,184.08,187.05,183.15,185.13,21426604.0
GOOG,1271.55,1293.31,1265.67,1276.31,1566203.0
MSFT,174.11,175.06,170.91,171.42,32790804.0
NFLX,419.26,438.413,419.26,426.7,13952330.0
TSLA,727.6,734.0,703.13,705.63,13236697.0
AAPL,277.2,283.01,277.0,282.97,31627183.0
AMZN,2417.0,2420.433,2382.0,2410.22,3831797.0
FB,183.23,190.41,180.825,190.07,28868528.0
GOOG,1261.17,1280.4,1249.45,1279.31,1640394.0
MSFT,172.06,174.56,170.71,174.55,34305320.0
NFLX,425.0,427.17,415.88,424.99,8670362.0
TSLA,710.81,730.73,698.18,725.15,13237612.0
AAPL,281.8,284.54,279.95,283.17,29271893.0
AMZN,2443.2,2444.88,2363.0,2376.0,5645645.0
FB,192.657,193.75,187.41,187.5,29197750.0
GOOG,1296.0,1296.15,1269.0,1275.88,1600563.0
MSFT,176.59,176.9,173.3,174.05,33194384.0
NFLX,425.0,429.0,420.84,421.38,6277480.0
TSLA,737.61,799.49,735.0,798.75,20681442.0
AAPL,285.08,285.83,278.2,278.58,28001187.0
AMZN,2372.1,2373.5,2306.0,2314.08,5269446.0
FB,188.66,189.2,182.56,182.91,21730986.0
GOOG,1287.93,1288.05,1232.2,1233.67,2951309.0
MSFT,175.59,175.67,169.39,169.81,34392694.0
NFLX,419.99,421.0,402.91,403.83,10101233.0
TSLA,795.64,805.0,756.69,769.12,15221964.0
AAPL,284.73,289.67,283.89,287.73,34320204.0
AMZN,2330.01,2391.89,2310.0,2372.71,4591593.0
FB,190.93,196.91,190.0,194.19,45954521.0
GOOG,1341.46,1359.99,1325.34,1341.48,3793630.0
MSFT,173.22,177.68,171.88,177.43,51286559.0
NFLX,399.53,415.86,393.6,411.89,9693137.0
TSLA,790.17,803.2,783.16,800.51,16215982.0
AAPL,289.96,294.53,288.35,293.8,45765968.0
AMZN,2419.84,2475.0,2396.01,2474.0,9534611.0
FB,206.92,209.69,201.57,204.71,46230116.0
GOOG,1324.88,1352.82,1322.49,1348.66,2668906.0
MSFT,180.0,180.4,176.23,179.21,53875857.0
NFLX,410.31,424.44,408.0,419.85,7953975.0
TSLA,855.19,869.82,763.5,781.88,28471854.0
AAPL,286.25,299.0,285.85,289.07,60154175.0
AMZN,2336.8,2362.44,2258.19,2286.04,9772605.0
FB,201.6,207.28,199.05,202.27,30415581.0
GOOG,1328.5,1352.069,1311.0,1320.61,2072639.0
MSFT,175.8,178.64,174.01,174.57,39370474.0
NFLX,415.1,427.97,411.73,415.27,8299858.0
TSLA,755.0,772.77,683.04,701.32,32531807.0
AAPL,289.17,293.69,286.317,293.16,33391986.0
AMZN,2256.38,2326.98,2256.38,2315.99,4865926.0
FB,200.2,205.91,198.75599999999997,205.26,19250673.0
GOOG,1308.23,1327.66,1299.0,1326.8,1504017.0
MSFT,174.49,179.0,173.8,178.84,30372862.0
NFLX,417.78,428.54,414.87,428.15,7799058.0
TSLA,701.0,762.0,698.0,761.19,19237090.0
AAPL,295.06,301.0,294.46,297.56,36937795.0
AMZN,2340.0,2351.0,2307.125,2317.8,3242496.0
FB,207.02,210.38,206.5,207.07,21071223.0
GOOG,1337.92,1373.94,1337.46,1351.11,1651533.0
MSFT,180.62,183.65,179.9,180.76,36839168.0
NFLX,427.555,431.0,421.56,424.68,6286293.0
TSLA,789.79,798.92,762.18,768.21,16991656.0
AAPL,300.46,303.24,298.87,300.63,35583438.0
AMZN,2329.44,2357.45,2320.0,2351.26,3117814.0
FB,208.12,211.6,206.66,208.47,21856963.0
GOOG,1361.69,1371.12,1347.29,1347.3,1215423.0
MSFT,182.08,184.2,181.6306,182.54,32139299.0
NFLX,429.3,439.77,426.385,434.26,6660737.0
TSLA,776.5,789.8,761.11,782.58,11123231.0
AAPL,303.22,305.17,301.97,303.74,28803764.0
AMZN,2374.78,2376.0,2343.11,2367.61,3396411.0
FB,211.16,211.6,209.04,211.26,15151976.0
GOOG,1365.94,1377.6,1355.27,1372.56,1399759.0
MSFT,184.17,184.55,182.58,183.6,28315992.0
NFLX,436.89,438.88,430.66,436.53,5650281.0
TSLA,777.21,796.4,772.35,780.04,11527686.0
AAPL,305.64,310.35,304.29,310.13,33511985.0
AMZN,2372.14,2387.245,2357.0,2379.61,3211228.0
FB,212.24,213.21,210.85,212.35,12524048.0
GOOG,1383.13,1398.76,1375.48,1388.37,1388068.0
MSFT,184.9797,185.0,183.36,184.68,30912638.0
NFLX,434.14,442.0,433.639,435.55,5054308.0
TSLA,793.77,824.0,787.01,819.42,16130087.0
AAPL,308.1,317.05,307.24,315.01,36486561.0
AMZN,2374.7,2419.665,2372.11,2409.0,3259231.0
FB,210.887,215.0,210.37,213.18,12911948.0
GOOG,1378.28,1416.53,1377.152,1403.26,1412116.0
MSFT,183.15,187.51,182.85,186.74,30892660.0
NFLX,436.33,444.89,435.56,440.52,5486037.0
TSLA,790.51,824.0,785.0,811.29,16519601.0
AAPL,317.83,319.688,310.91,311.41,40575263.0
AMZN,2411.85,2419.0,2355.0,2356.95,3074916.0
FB,213.29,215.275,210.0,210.1,14704647.0
GOOG,1407.12,1415.0,1374.77,1375.74,1390600.0
MSFT,186.8,187.04,182.3,182.51,32038199.0
NFLX,442.0,444.17,431.36,431.82,4598211.0
TSLA,827.0,843.29,808.0,809.41,15906905.0
AAPL,312.15,315.95,303.21,307.65,50155639.0
AMZN,2366.8,2407.7,2337.805,2367.92,4782919.0
FB,209.43,210.78,202.11,205.1,20684559.0
GOOG,1377.05,1385.4820000000002,1328.4,1349.33,1812585.0
MSFT,182.55,184.05,176.54,179.75,44711488.0
NFLX,435.69,447.0,427.27,438.27,7014563.0
TSLA,820.83,826.0,763.3,790.96,19065491.0
AAPL,304.51,309.79,301.53,309.54,39732269.0
AMZN,2361.01,2391.37,2353.21,2388.85,3648128.0
FB,202.56,206.93,200.69,206.81,17178947.0
GOOG,1335.02,1357.42,1323.91,1356.13,1603077.0
MSFT,177.54,180.69,175.68,180.53,41873911.0
NFLX,444.9,452.38,432.82,441.95,9007467.0
TSLA,780.0,803.36,764.0,803.33,13682188.0
AAPL,300.35,307.9,300.21,307.71,41587094.0
AMZN,2368.52,2411.0,2356.37,2409.78,4234951.0
FB,205.27,211.34,204.12,210.88,19383154.0
GOOG,1350.0,1374.48,1339.0,1373.19,1707747.0
MSFT,179.06,187.06,177.0,183.16,46610382.0
NFLX,440.7,455.0,437.51,454.19,7243998.0
TSLA,790.35,805.049,786.552,799.17,10518428.0
AAPL,313.17,316.5,310.324,314.96,33843125.0
AMZN,2404.346,2433.0,2384.01,2426.26,4366572.0
FB,212.15,214.644,210.94,213.19,20167443.0
GOOG,1361.75,1392.325,1354.25,1383.94,1823964.0
MSFT,185.75,186.2,183.96,184.91,35306620.0
NFLX,451.16,456.36,443.35,452.58,7780309.0
TSLA,827.78,834.72,803.88,813.63,11698102.0
AAPL,315.03,318.52,313.01,313.14,25432385.0
AMZN,2429.83,2484.995,2428.97,2449.33,4320498.0
FB,213.27,220.49,212.83,216.88,31843152.0
GOOG,1386.996,1392.0,1373.485,1373.485,1280649.0
MSFT,185.03,186.6,183.49,183.63,26799116.0
NFLX,453.397,458.97,450.465,451.04,4810487.0
TSLA,815.17,822.07,806.08,808.01,9636522.0
AAPL,316.68,319.52,316.2,319.23,27876215.0
AMZN,2477.87,2500.01,2467.27,2497.94,3998143.0
FB,223.5,231.34,223.19,229.97,50162875.0
GOOG,1389.58,1410.42,1387.25,1406.72,1655375.0
MSFT,184.81,185.85,183.94,185.66,31261334.0
NFLX,454.25,455.81,444.0,447.67,5607257.0
TSLA,820.5,826.0,811.8,815.56,7309271.0
AAPL,318.66,320.89,315.87,316.85,25672211.0
AMZN,2500.0,2525.45,2442.54,2446.74,5114403.0
FB,234.72,237.2,231.2,231.39,47782636.0
GOOG,1408.0,1415.49,1393.45,1402.8,1385194.0
MSFT,185.4,186.67,183.29,183.43,29119513.0
NFLX,448.56,448.96,430.25,436.25,9117325.0
TSLA,816.0,832.5,796.0,827.6,12254584.0
AAPL,315.77,319.23,315.35,318.89,20450754.0
AMZN,2455.01,2469.85,2430.13,2436.88,2867079.0
FB,231.51,235.99,228.74,234.91,33925564.0
GOOG,1396.71,1412.76,1391.83,1410.42,1309408.0
MSFT,183.19,184.46,182.54,183.51,20826898.0
NFLX,437.0,439.09,427.18,429.32,5422334.0
TSLA,822.173,831.78,812.0,816.88,9987475.0
AAPL,323.5,324.24,316.5,316.73,31380454.0
AMZN,2458.0,2462.0,2414.06,2421.86,3568153.0
FB,239.77,240.9,231.67,232.2,33178318.0
GOOG,1437.27,1441.0,1412.13,1417.02,2060643.0
MSFT,186.34,186.5,181.1,181.57,36073609.0
NFLX,427.77,428.5,413.14,414.77,7881115.0
TSLA,834.5,834.6,815.705,818.87,8089736.0
AAPL,316.14,318.71,313.09,318.11,28236274.0
AMZN,2404.99,2413.58,2330.0,2410.39,5056945.0
FB,229.07,230.56,221.135,229.14,34697553.0
GOOG,1417.25,1421.74,1391.29,1417.84,1686142.0
MSFT,180.2,181.9877,176.6,181.81,39517146.0
NFLX,410.38,420.02,397.86,419.89,10446339.0
TSLA,820.86,827.71,785.0,820.23,11549530.0
AAPL,316.77,323.44,315.63,318.25,33449103.0
AMZN,2384.33,2436.97,2378.23,2401.1,3193136.0
FB,224.3,231.63299999999998,224.0,225.46,29423013.0
GOOG,1396.86,1440.84,1396.0,1416.73,1693976.0
MSFT,180.74,184.1474,180.38,181.4,33831824.0
NFLX,417.24,422.37199999999996,411.5,413.44,5660160.0
TSLA,813.51,824.75,801.69,805.81,7275774.0
AAPL,319.25,321.15,316.47,317.94,38399532.0
AMZN,2415.94,2442.37,2398.197,2442.37,3529329.0
FB,225.2,227.49,222.88,225.09,23322476.0
GOOG,1416.94,1432.57,1413.35,1428.92,1838059.0
MSFT,182.73,184.27,180.41,183.25,42146720.0
NFLX,417.46,420.295,411.85,419.73,5270484.0
TSLA,808.75,835.0,804.21,835.0,11812489.0
AAPL,317.75,322.35,317.21,321.85,20254653.0
AMZN,2448.0,2476.93,2444.17,2471.04,2938032.0
FB,224.59,232.44,223.5,231.91,18223839.0
GOOG,1418.39,1437.96,1418.0,1431.82,1217140.0
MSFT,182.54,183.0,181.46,182.83,22668821.0
NFLX,418.83,426.72,415.98,425.92,3748573.0
TSLA,858.0,899.0,854.1,898.1,15085297.0
AAPL,320.745,323.44,318.93,323.34,21910704.0
AMZN,2467.0,2473.53,2445.31,2472.41,2529903.0
FB,230.94,233.0,226.56,232.72,20919018.0
GOOG,1430.55,1439.61,1418.83,1439.22,1278128.0
MSFT,184.25,185.0,181.35,184.91,30794585.0
NFLX,425.87,427.59,419.46,427.31,3494801.0
TSLA,894.7,908.66,871.0,881.56,13565596.0
AAPL,324.66,326.2,322.3,325.12,26122804.0
AMZN,2468.01,2488.0,2461.17,2478.4,2671024.0
FB,232.11,232.65,228.53,230.16,15380282.0
GOOG,1438.3,1446.5520000000001,1429.777,1436.38,1256186.0
MSFT,184.815,185.94,183.58,185.36,27311016.0
NFLX,426.95,427.1,418.05,421.97,4316044.0
TSLA,888.12,897.94,880.1,882.96,7949469.0
AAPL,324.39,325.62,320.78,322.32,21890091.0
AMZN,2477.43,2507.54,2450.01,2460.6,2948710.0
FB,229.56,231.63,224.61,226.29,17041481.0
GOOG,1430.4,1438.96,1404.73,1412.18,1484272.0
MSFT,184.3,185.84,182.3,182.92,28761809.0
NFLX,422.39,428.71,410.03,414.33,5410529.0
TSLA,889.88,895.75,858.44,864.38,8887713.0
AAPL,323.35,331.75,323.23,331.5,34312550.0
AMZN,2444.51,2488.645,2437.13,2483.0,3306445.0
FB,226.71,231.35,225.31,230.77,16750438.0
GOOG,1413.17,1445.05,1406.0,1438.39,1735244.0
MSFT,182.62,187.73,182.01,187.2,39893643.0
NFLX,407.29,420.23900000000003,404.25,419.6,5099561.0
TSLA,877.84,886.52,866.2,885.66,7811917.0
AAPL,330.25,333.6,327.32,333.46,23913634.0
AMZN,2500.2,2530.0,2487.335,2524.06,3970654.0
FB,229.03,231.55,227.41,231.4,15466499.0
GOOG,1422.34,1447.99,1422.34,1446.61,1404178.0
MSFT,185.94,188.55,184.44,188.36,33211590.0
NFLX,416.0,420.8,406.5,419.49,5851453.0
TSLA,919.0,950.0,909.16,949.92,14174727.0
AAPL,332.14,345.61,332.01,343.99,36928091.0
AMZN,2529.44,2626.43,2525.0,2600.86,5175950.0
FB,231.52,239.77,230.41,238.67,27462872.0
GOOG,1445.36,1468.0,1443.21,1456.16,1409249.0
MSFT,188.0,190.7,187.2605,189.8,29783916.0
NFLX,421.65,434.73,420.31,434.05,6796999.0
TSLA,940.01,954.44,923.931,940.67,11388154.0
AAPL,347.9,354.77,346.09,352.84,41662938.0
AMZN,2645.0,2722.35,2626.26,2647.45,4946031.0
FB,240.96,241.21,235.28,236.73,20720709.0
GOOG,1459.54,1474.259,1456.27,1465.85,1525153.0
MSFT,191.125,198.52,191.01,196.84,43872329.0
NFLX,436.0,439.69,430.55,434.48,4896893.0
TSLA,991.88,1027.48,982.5,1025.05,18563413.0
AAPL,349.31,351.06,335.48,335.9,50415613.0
AMZN,2603.5,2671.38,2536.23,2557.96,5800107.0
FB,229.94,232.89,223.55,224.43,26708163.0
GOOG,1442.48,1454.475,1402.0,1403.84,1991332.0
MSFT,193.13,195.76,186.07,186.27,52854672.0
NFLX,428.2,445.57,424.16,425.56,7462868.0
TSLA,990.2,1018.96,972.0,972.84,15916482.0
AAPL,344.72,347.8,334.223,338.8,50036513.0
AMZN,2601.21,2621.4770000000003,2503.35,2545.02,5436127.0
FB,229.9,231.66,224.5,228.58,22091387.0
GOOG,1428.49,1437.0,1386.02,1413.18,1946367.0
MSFT,190.54,191.72,185.18,187.74,43373587.0
NFLX,429.0,434.06,412.45,418.07,6461127.0
TSLA,980.0,987.98,912.6,935.28,16763374.0
AAPL,333.25,345.68,332.58,342.99,34702230.0
AMZN,2526.6,2584.0,2508.0,2572.68,3873335.0
FB,225.09,233.77,224.8,232.5,15340264.0
GOOG,1390.8,1424.8,1387.92,1419.85,1506096.0
MSFT,184.58,190.82,184.01,188.94,32770189.0
NFLX,421.4,426.49,415.42400000000004,425.5,4471499.0
TSLA,917.79,998.84,908.5,990.9,15697178.0
AAPL,351.46,353.2,344.72,352.08,41357182.0
AMZN,2620.0,2620.0,2576.0,2615.27,3595649.0
FB,237.14,238.46,233.0,235.65,15236691.0
GOOG,1445.22,1455.02,1425.9,1442.72,1711614.0
MSFT,192.89,195.58,191.46,193.57,42556656.0
NFLX,425.76,437.96,425.18,436.13,5514016.0
TSLA,1011.85,1012.88,962.39,982.13,14051078.0
AAPL,355.15,355.4,351.09,351.59,28601626.0
AMZN,2647.5,2655.0,2631.82,2640.98,2959316.0
FB,235.0,237.59,231.727,235.53,19578125.0
GOOG,1447.16,1460.0,1431.38,1451.12,1549615.0
MSFT,195.03,196.32,193.69,194.24,25687822.0
NFLX,441.82,450.46,439.22,447.77,6529568.0
TSLA,987.71,1005.0,982.571,991.79,9890800.0
AAPL,351.41,353.45,349.22,351.73,24205096.0
AMZN,2647.01,2659.64,2636.11,2653.98,2487774.0
FB,234.99,236.14,232.15,235.94,15782452.0
GOOG,1449.16,1451.41,1427.01,1435.96,1581916.0
MSFT,194.0,196.49,194.0,196.32,23061648.0
NFLX,448.73,452.76,442.8,449.87,4277627.0
TSLA,1003.0,1019.2,994.471,1003.96,9751936.0
AAPL,354.635,356.56,345.15,349.72,66118952.0
AMZN,2678.08,2697.43,2659.0,2675.01,5776963.0
FB,237.79,240.83,235.55,238.79,30081291.0
GOOG,1444.0,1447.8,1421.35,1431.72,3157875.0
MSFT,198.59,199.29,194.37,195.15,44441141.0
NFLX,449.12,453.97,445.6,453.72,5933651.0
TSLA,1012.78,1015.97,991.34,1000.9,8679749.0
AAPL,351.34,359.46,351.15,358.87,33861316.0
AMZN,2684.5,2715.0,2669.0,2713.82,3208780.0
FB,238.56,240.7,236.91,239.22,18917782.0
GOOG,1429.0,1452.75,1423.21,1451.86,1542440.0
MSFT,195.79,200.76,195.2301,200.57,32818929.0
NFLX,455.01,468.59,454.21,468.04,6272105.0
TSLA,999.95,1008.88,990.02,994.32,6362350.0
AAPL,364.0,372.38,362.27,366.53,53038869.0
AMZN,2726.02,2783.11,2718.04,2764.41,4231707.0
FB,241.28,245.185,239.86,242.24,24017915.0
GOOG,1455.64,1475.941,1445.24,1464.41,1429764.0
MSFT,202.09,203.95,201.425,201.91,30917447.0
NFLX,466.5,474.01,464.5,466.26,5948436.0
TSLA,998.88,1012.0,994.01,1001.78,6365271.0
AAPL,365.0,368.79,358.52,360.06,48155849.0
AMZN,2780.0,2796.0,2721.0,2734.4,4526605.0
FB,241.2,243.22,232.68,234.02,20834904.0
GOOG,1461.51,1475.42,1429.75,1431.97,1756022.0
MSFT,201.6043,203.25,196.56,197.84,36740647.0
NFLX,468.54,472.36,454.0,457.85,4826191.0
TSLA,994.11,1000.885,953.1410000000001,960.85,10959593.0
AAPL,360.7,365.0,357.57,364.84,34380628.0
AMZN,2739.55,2756.23,2712.14,2754.58,2968657.0
FB,234.62,237.3,232.74,235.68,18704339.0
GOOG,1429.9,1442.9,1420.0,1441.33,1230474.0
MSFT,197.8,200.61,195.4675,200.34,27803933.0
NFLX,458.86,467.01,454.0,465.91,4134513.0
TSLA,954.27,985.98,937.15,985.98,9254549.0
AAPL,364.41,365.32,353.02,353.63,51314211.0
AMZN,2775.0559999999996,2782.5690000000004,2688.0,2692.87,6500784.0
FB,232.64,233.09,215.4,216.08,76343939.0
GOOG,1431.39,1433.45,1351.99,1359.9,4267698.0
MSFT,199.73,199.89,194.88,196.33,54675780.0
NFLX,466.39,468.03,442.24,443.4,6804726.0
TSLA,994.78,995.0,954.87,959.74,8854908.0
AAPL,353.25,362.17400000000004,351.28,361.78,32661519.0
AMZN,2690.01,2696.8,2630.08,2680.38,4223422.0
FB,209.75,220.75,207.11,220.64,58514281.0
GOOG,1358.18,1395.6,1347.01,1394.97,1810180.0
MSFT,195.78,198.53,193.55,198.44,26701586.0
NFLX,445.23,447.67,432.14,447.24,4843978.0
TSLA,969.01,1010.0,948.52,1009.35,9026404.0
AAPL,360.08,365.98,360.0,364.8,35055821.0
AMZN,2685.065,2769.63,2675.03,2758.82,3769686.0
FB,220.59,227.5,218.47,227.07,33927068.0
GOOG,1390.44,1418.65,1383.96,1413.61,2042381.0
MSFT,197.8816,204.4,197.74,203.51,34310283.0
NFLX,450.02,457.59,447.0,455.04,4198545.0
TSLA,1006.5,1087.69,1003.73,1079.81,16918501.0
AAPL,365.12,367.36,363.91,364.11,27684309.0
AMZN,2757.99,2895.0,2754.0,2878.7,6363439.0
FB,228.5,239.0,227.56,237.55,43399739.0
GOOG,1411.1,1443.0,1409.82,1438.04,1775167.0
MSFT,203.14,206.35,201.77,204.7,32061206.0
NFLX,454.0,488.23,454.0,485.64,9705870.0
TSLA,1083.0,1135.33,1080.5,1119.63,13326896.0
AAPL,367.85,370.47,363.64,364.11,28510367.0
AMZN,2912.01,2955.56,2871.1020000000003,2890.3,6593387.0
FB,239.0,240.0,232.61,233.42,30633620.0
GOOG,1446.94,1482.95,1446.42,1464.7,1859480.0
MSFT,205.68,208.02,205.0,206.26,29315762.0
NFLX,485.64,492.28,475.526,476.89,6351485.0
TSLA,1221.48,1228.0,1185.6,1208.66,17250115.0
AAPL,370.0,375.78,369.87,373.85,29663913.0
AMZN,2934.97,3059.88,2930.0,3057.04,6880642.0
FB,233.76,240.4,232.27,240.28,26206158.0
GOOG,1480.06,1506.59,1472.86,1495.7,1563997.0
MSFT,208.8335,211.13,208.09,210.7,31897629.0
NFLX,480.77,499.5,479.8,493.81,7838990.0
TSLA,1276.69,1377.79,1266.0439999999999,1371.58,20569864.0
AAPL,375.41,378.62,372.23,372.69,28106114.0
AMZN,3058.55,3069.55,2990.0,3000.12,5257514.0
FB,239.41,247.65,238.82,240.86,27887786.0
GOOG,1490.0,1516.8,1483.55,1485.18,1458172.0
MSFT,210.45,214.67,207.99,208.25,33600732.0
NFLX,497.31,504.82,490.83,493.16,5669870.0
TSLA,1405.01,1429.5,1336.71,1389.86,21489661.0
AAPL,376.72,381.5,376.36,381.37,29272970.0
AMZN,3022.61,3083.97,3012.43,3081.11,5037635.0
FB,238.11,246.99,236.59,243.58,29791339.0
GOOG,1494.32,1505.88,1485.63,1496.0,1249658.0
MSFT,210.07,213.26,208.69,212.83,33600025.0
NFLX,498.575,505.1,493.81,502.78,5691682.0
TSLA,1405.0,1417.26,1311.34,1365.88,16311312.0
AAPL,385.05,385.27,378.69,382.73,31410652.0
AMZN,3115.99,3193.88,3074.002,3182.63,6388659.0
FB,245.0,246.525,239.24,244.5,22174896.0
GOOG,1506.45,1522.72,1488.085,1510.99,1423322.0
MSFT,216.33,216.38,211.47,214.32,33121681.0
NFLX,508.4,510.0,495.78,507.76,5840541.0
TSLA,1396.99,1408.56,1351.28,1394.28,11717598.0
AAPL,381.34,383.92,378.82099999999997,383.68,22564330.0
AMZN,3191.76,3215.0,3135.7,3200.0,5485982.0
FB,243.685,245.49,239.32,245.07,22982716.0
GOOG,1506.15,1543.83,1496.54,1541.74,1856704.0
MSFT,213.62,214.08,211.08,213.67,26177633.0
NFLX,519.73,555.88,511.28,548.73,21605587.0
TSLA,1396.0,1548.915,1376.01,1544.65,23337553.0
AAPL,389.06,399.82,381.03,381.91,47912285.0
AMZN,3251.06,3344.29,3068.39,3104.0,7720420.0
FB,247.005,250.15,238.42,239.0,24674874.0
GOOG,1550.0,1577.132,1505.243,1511.34,1846424.0
MSFT,214.48,215.8,206.5,207.07,38135606.0
NFLX,567.98,575.37,520.96,525.5,18399020.0
TSLA,1659.0,1794.99,1471.11,1497.06,38985362.0
AAPL,379.36,389.02,375.51,388.23,42747341.0
AMZN,3089.0,3127.38,2950.0,3084.0,7231933.0
FB,236.76,240.33,232.03,239.73,23378056.0
GOOG,1490.31,1522.95,1483.5,1520.58,1585016.0
MSFT,206.13,208.85,202.03,208.35,37591820.0
NFLX,517.08,525.5,490.49,524.88,15083300.0
TSLA,1556.0,1590.0,1431.0,1516.8,23418140.0
AAPL,395.96,396.99,385.96,390.9,38299483.0
AMZN,3080.23,3098.35,2973.18,3008.87,5788874.0
FB,241.55,244.82,238.05,240.28,19133562.0
GOOG,1523.13,1535.33,1498.0,1513.64,1610684.0
MSFT,209.56,211.33,205.03,208.04,32179409.0
NFLX,516.3,529.0,510.18,523.26,10066652.0
TSLA,1543.0,1550.0,1457.0,1546.01,16367829.0
AAPL,386.25,389.62,383.62,386.09,27644418.0
AMZN,2971.06,3032.0,2918.23,2999.9,6394246.0
FB,238.0,241.76,236.331,240.93,18880705.0
GOOG,1500.0,1518.69,1486.31,1518.0,1519345.0
MSFT,205.4,205.7,202.31,203.92,29940653.0
NFLX,526.48,535.54,504.36300000000006,527.39,24498994.0
TSLA,1477.16,1531.71,1466.0,1500.64,14300785.0
AAPL,387.95,388.59,383.36,385.31,23046725.0
AMZN,3009.0,3024.0,2948.45,2961.97,4761319.0
FB,241.0,244.16,237.86,242.03,18152413.0
GOOG,1521.62,1523.44,1498.42,1515.55,1457010.0
MSFT,204.47,205.04,201.39,202.88,31635281.0
NFLX,494.87,503.59,484.14,492.99,24991352.0
TSLA,1513.45,1537.51,1490.0,1500.84,9329972.0
AAPL,385.665,394.0,384.25,393.43,22579477.0
AMZN,3000.2,3201.36,2994.0170000000003,3196.84,7598176.0
FB,240.06,246.05,235.635,245.42,20872223.0
GOOG,1515.26,1570.29,1503.6,1565.72,1557252.0
MSFT,205.0,212.3,203.01,211.6,36884836.0
NFLX,489.14,504.5,484.2,502.41,11940306.0
TSLA,1519.01,1650.0,1488.0,1643.0,17121367.0
AAPL,396.69,397.0,386.97,388.0,25911459.0
AMZN,3232.49,3240.5759999999996,3105.72,3138.29,6134965.0
FB,246.22,246.91,240.08,241.75,19409687.0
GOOG,1586.99,1586.99,1554.28,1558.42,1218645.0
MSFT,213.66,213.94,208.03,208.75,38105777.0
NFLX,506.0,506.22,488.61,490.1,9127218.0
TSLA,1639.93,1675.0,1558.0,1568.36,16157280.0
AAPL,386.77,391.9,386.41,389.09,22250413.0
AMZN,3125.0,3150.0,3065.26,3099.91,4104225.0
FB,240.26,241.9,238.12,239.87,15427885.0
GOOG,1560.5,1570.0,1546.1,1568.49,931985.0
MSFT,209.2,212.3,208.39,211.75,49605692.0
NFLX,492.19,497.2,487.2,489.82,6954078.0
TSLA,1599.0,1626.42,1562.0,1592.33,14161080.0
AAPL,387.99300000000005,388.31,368.039,371.38,49251108.0
AMZN,3098.2709999999997,3098.2709999999997,2970.0,2986.55,5656906.0
FB,239.63,242.42,231.75,232.6,21771802.0
GOOG,1566.97,1571.87,1507.392,1515.68,1627634.0
